﻿Column1,Column2
"Comment fumer ? Après les pipiers de Saint Claude, voici en grève les papier-à-cigarettiers de Saint-Girons.",Saint-Girons
"Parce qu’ils battaient monnaie, les Patry, de Toulon, sont sous les verrous. On a trouvé chez eux des lingots d’un savant alliage.",Toulon
"Pour leurs nécromancies, les sorcières arabes de Chellala ont en tapinois déterré un enfant de dix jours mort depuis six mois.",Chellala
"Napoléon, paysan de Saint-Nabord (Vosges), a bu un litre d’alcool : bien ; mais il y avait mis du phosphore : d’où sa mort.",Saint-Nabord; Vosges
"Allumé par son fils, 5 ans, un pétard à signaux de train éclata sous les jupes de Mme Roger, à Clichy : le ravage y fut considérable.",Clichy
"À Bordeaux, M. Fallières a fait comparaître le mécanicien du train qui l’y avait amené et, magnanime, lui a serré la main.",Bordeaux
"Entre Paris et Arpajon, des personnalités sans mandat ont coupé dix kilomètres trois quarts de fils téléphoniques.",Paris; Arpajon
"Une jeune femme s’est jetée dans la Seine, au pont de Saint-Cloud. Elle a dit son regret d’être repêchée, et a tu son nom.",Seine; pont de Saint-Cloud
"Les troncs de l’église du Vésinet, si belle des peintures de Maurice Denis, ont été vidés hier, mais pas par ces messieurs.",Vésinet
"Roger buvait à la régalade, sur un banc, à Stains. Un passant happe le litre, boit, et, comme l’autre grogne, le lui casse sur la tête.",Stains
"Dans le giron maternel, A. Meyer, 4 ans, a été tué, à Villiers-sur-Marne, par une balle du revolver que nettoyait Henri Martin.",Villiers-sur-Marne
"De l’eau-de-vie, croyait-il. Bon : du phénol. Aussi Philibert Faroux, de Noroy (Oise), ne survécut-il que deux heures à sa ribote.",Noroy; Oise
"À Boucicaut, où il était infirmier, Léchât disposait de foudroyants toxiques. Il a préféré s’asphyxier.",
"L’horloger Paul S… a été assassiné dans le bois de Vincennes, ont dit des gazettes. Point. Il avait pris de l’azotate d’argent.",bois de Vincennes
"Au sujet du diamant bleu, le juge d’instruction Leray, de Brest, a entendu le maître d’hôtel, la camérière et le barbier.",Brest
"Malmené par l’amour, le gendarme Léonce-Paul Isnard s’est pendu dans sa cuisine de la caserne de Draguignan.",Draguignan
"Très horrifiques monstres et dermatoses efflorescentes, un « musée Dupuytren » forain a flambé dans le parc de Saint-Cloud.",musée Dupuytren; parc de Saint-Cloud
"Sigismond Martin, des Clayes, s’endort dans un champ. Ses camarades viennent le réveiller. Impossible ; il était mort.",
Une jeune femme en putréfaction a été repêchée à Choisy-le-Roy. Des bagues de diamant ornaient son annulaire gauche.,Choisy-le-Roy
"Poincet, de Montgeron, est tombé sous sa voiture de vidange, sa tête calant une roue, ses jambes l’autre. On le trépane.",Poincet; Montgeron
Un chasseur de Tessancourt a contraint sa femme et le quidam à attendre sur la couche adultère (3 heures) le gendarme constatateur.,Tessancourt
"Bois de Noisiel, gisait en deux parts, sous l’orme où il s’était pendu, Litzenberger, 70 ans, la tête décharnée par les freux.",Bois de Noisiel; Litzenberger
"Mme Fournier, M. Vouin, M. Septeuil, de Sucy, Tripleval, Septeuil, se sont pendus : neurasthénie, cancer, chômage.",Sucy; Tripleval; Septeuil
"Relevé sans blessure apparente, Gédéon Aveline, d’Arcueil, sur qui venait de passer le char de la laitière Pédallier, est mort.",Arcueil
"Un des 9 enfants que Gros, de Bobigny, avait abandonnés avec leur mère, lui a tiré cinq balles dont l’une le blessa au genou.",Gros; Bobigny
Mlle Martin et M. Rougeon n’auront pas de postérité. Un rapide les a écrasés à Clamart. Ils devaient se marier sous peu.,Clamart
"Mignon, de Bagnolet, morigéné par le rigide Barot, son concierge, l’a fait taire de deux coups de couteau.",Mignon; Bagnolet
"Ce n’est pas par la fenêtre qu’on entre la nuit chez Yolande de Montaley, Meudon : elle cria donc, et on ne prit que sa cassette.",Meudon
"La folle Brugnet, d’Asnières, tire à l’eau Petit qui lui tend sa gaffe : repêchés vifs ; mais, à Alfortville, Kovopodski se noie.",Asnières; Petit; Alfortville; Kovopodski
"Comme leur instance en divorce traînassait et que son mari n’avait que 70 ans, Mme Hennebert, de Saint-Martin-Chennetron, le tua.",
M. Lister est arrivé à Marseille démuni par un pickpocket de son passeport de courrier royal de Londres à Salonique.,Marseille; Londres; Salonique
"L’action syndicale cadre-t-elle avec la parlementaire ? se demande le Congrès d’Amiens. Oui, dit Keufer ; non, dit Broutchoux.",
"Le vieil ivrogne Barnier, de Chatelus-Saint-Marcellin (Loire), a éventré son fils Jean-Marie, père de deux enfants.",Chatelus-Saint-Marcellin; Loire
"La moto écrasa bien le molosse, descente de Mesnil-le-Roi ; mais le motocycliste, Grand, se blessa à la tête et aux membres.",descente de Mesnil-le-Roi; Grand
"Deux chevaux couraient dans Versailles. Le margis Michaud, du 27e dragons, voulut les arrêter. Il se fractura le crâne.",Versailles; margis Michaud
"Des trains ont écrasé, aux Clayes et à la Briche, Buzard et Avel ; du moins était-ce l’amour qui avait mis celui-ci sur les rails.",Clayes; la Briche
"La sage-femme Savatier, de Charenton, qu’on eût pu croire cuirassée, est morte de peur parce qu’un camion a failli l’écraser.",Charenton
"Hier encore, les délégués des ouvriers de l’arsenal de Brest ont asséné un ordre du jour sur leur préfet et leur ministre.",arsenal de Brest
Deux trains se sont tamponnés à Bretteville-Norrey (Calvados). D’où un feu qui détruisit des wagons et que la pluie éteignit.,Bretteville-Norrey; Calvados
"Tiens ! ni le duc ni rien qui le représente, disait-on aux obsèques de Riehl, qu’écrasa à Nancy l’auto du duc de Montpensier.",Nancy
"À Bordeaux, dans le monde des pétrins, l’antagonisme entre partisans et adversaires du repos-roulement se fait belliqueux.",Bordeaux
Quatre fois en huit jours la fille de ferme Marie Choland a mis le feu chez son fermier. Maintenant elle incendiera la prison de Montluçon.,Montluçon
Le pain des Bordelais ne sera pas encore ensanglanté cette fois ; le passage des porteurs ne motiva qu’une petite bagarre.,Bordelais
"Obstinément incognito et en auto, la reine-mère d’Italie, partie de Dijon, le matin, a écouté la messe à Beaune et gagné Aix.",Dijon; Beaune; Aix
On croyait que le travail reprendrait aujourd’hui aux usines métallurgiques de Ramiers. Illusion.,Ramiers
"« Si vous recevez l’ordre de mobilisation, — l’insurrection ! » a redit M. Gustave Hervé dans une conférence à Pauillac.",Pauillac
"M. Pierre de Condé a été arrêté à Craches, pour viol. Alcide Lenoux, qui était de la séance, a fui. Ces faunes ont 16 et 18 ans.",Craches
"Mlles Wimerlin, de Saint-Denis, ont 12 et 14 ans. Le commissaire Souliard a envoyé au Dépôt leur père parce qu’il les a initiées.",de Saint-Denis; Dépôt
"Comme il sied, c’est par M. Mamelle que le Congrès de l’industrie de la pomme fut présidé, à Laval.",Laval
"Archer et Grifaut, de Nanterre, détenaient 15 kg. de fils. Cela n’empêchait pas de télégraphier. On les a arrêtés tout de même.",Grifaut; Nanterre
"Il y a mévente sur l’article de piété. Mme Guesdon, de Caen, en tenait boutique. En butte à l’huissier, elle se suicida.",Caen
"Joseph Bey, de Saint-André-de-Roquepertuis (Gard), a disparu : mais d’abord il avait à peu près tué son frère Louis, 20 ans.",Saint-André-de-Roquepertuis; Gard
"Évadée d’un train, une rame de 32 voitures fuyait de Cuers vers Toulon. Cinq, qui déraillèrent, ne sont plus que miettes.",Cuers; Toulon
"Aidé de Hoffat, Lauber a assommé, à Belfort, Catherine Grienenberger qui se croyait débarrassée de lui par le divorce.",Belfort
"À Avignon, l’ex-policier Anton, qui avait, dit-on, empoisonné ses balles, a tiré sans succès sur le commissaire Chabrié.",Avignon
"Quoique sa mère ait rendu à l’État les 800 francs qu’il s’était appropriés, le 2e maître Martin fera, à Brest, deux ans de prison.",État; Brest
"Quarante-cinq errants ont été arrêtés, la nuit avant-dernière, dans les quartiers des Champs-Élysées et de l’Europe.",Champs-Élysées
"Sous des noms toujours neufs, une jeune femme se place comme bonne et vite file, lestée. Gains, 25.000 francs. On ne la pince pas.",
"Costel trinquait. Piquet, Bilon, Nibot filèrent avec son sapin. Ils liquidèrent le cheval, burent, et, à Clichy, furent coffrés.",Clichy
"Sur quatre balles que tira Mme Denis, d’Issy-les-Moulineaux, deux touchèrent. Cible : son cocher de mari, qui paraît-il, lui fait des traits.",Issy-les-Moulineaux
"On a relaxé et on expulse Otto Artbauer, récemment arrêté à Constantine pour avoir été trop curieux à Oran.",Constantine; Oran
"L’ex-maire de Cherbourg, Gosse, était en proie à un barbier, quand il cria et mourut, sans que le rasoir y fût pour rien.",Cherbourg
"75.000 kg. de grenades souffrent sur les quais de Cerbère, tandis que gesticulent par les rues 300 transbordeuses en grève.",grenades
Nous annoncions hier une rupture nouvelle entre les métallurgistes appaméens et leurs patrons. Ce matin ils feront la paix.,
Les dockers dunkerquois ont déserté le San-Martin : son minerai de fer leur brûle pieds et yeux et les fait saigner du nez.,San-Martin
"700 francs et le titre de rosière de Puteaux affirment la vertu de la giletière Françoise Vigneron, 15, rue des Hors-Bouts.",Puteaux; Hors-Bouts
"À l’asile de Ville-Evrard, la cordonnerie et la basse-cour ont été pillées par, croit-on, d’ex-pensionnaires de l’asile.",Ville-Evrard
"À Saint-Saulve (Nord), M. Dutortoir, instituteur, sa mère et sa sœur se sont noyés dans l’Escaut, de propos délibéré.",Saint-Saulve; Nord; Escaut
"À Clamart, le préfet posa la prime pierre d’un groupe scolaire et orna de la rosette violette ou de palme des boutonnières.",Clamart
"Du paquebot Algérie, Mohammed, commerçant algérois dont les affaires périclitaient, s’est jeté à la mer.",Algérie
"Un chanteur de café-concert, Victor Lépine s’est tué à Toulouse, parce que la chanteuse Ariette d’Ermont ne le voulait plus.",Toulouse
"Rosé, de Saint-Pierre-de-Varangevllle (S.-I.) a tué à coups de couteau sa maîtresse, Lucie Martin. Jaloux.",Rosé; Saint-Pierre-de-Varangevllle
"Fanois vit Marguerite Blond sortir d’un bal de Puteaux au bras de Pourlet. Se tenant pour trahi, il la blessa d’une balle.",Fanois; Puteaux
"Des rôdeurs se battaient, à Vanves. La police vint, tous filèrent, y compris deux blessés, le troisième, Bichenon, restant sur le carreau.",Vanves
"Le pied pris à la jonction de deux rails comme dans un piège, Georgeon, de Saint-Dié, gigotait ; un train le coupa en deux.",Saint-Dié
"Raison, 10 ans, jouait avec le fusil de l’abbé Oigleux, de Tronville (M.-et-M.). Pan ! et le coup lui fracassa les jambes.",Tronville
L’inspecteur Chambord prescrit que Dieu disparaisse des écoles. Les onze maires du canton de Plabannec (Finistère) refusent.,canton de Plabannec; Finistère
"Le comte de Bernis, secrétaire du duc de Montpensier, à l’auto écraseuse, a donné 500 francs à la veuve Riehl, Nancy.",Nancy
"Décapité, jambes coupées, ventre ouvert, ainsi a-t-on trouvé dans un puits de Denain le mineur Payen, victime d’un accident.",Denain
"Une fête chez le cabaretier Sevin, de Garches, a été troublée par une bagarre qui, à la sortie, se corsa de coups de revolver.",cabaretier Sevin; Garches
"Rue des Poissonniers, Petit et Plançon, las de s’égosiller, firent parler la poudre. Plançon git à Lariboisière ; Petit fuit.",Rue des Poissonniers; Petit; Plançon; Lariboisière
"C’est Téton, la victime du crime de Montfermeil. Faute de sa perruque on ne le reconnaissait pas d’abord.",Montfermeil
"À toute force, le comte de Malartic voulait suspendre Dieu dans l’école d’Yville (S.-L.). Maire, on l’a suspendu lui-même.",Yville; S.-L.
"Où prier ? Pour une subvention municipale refusée au curé chargé de desservir Martincourt, M. de Verdun met en interdit l’église.",Martincourt
"En route pour les Halles, Ach. Miltet dormait sur son siège. Dans Montrouge, on le bâillonna et on lui vola argent et cheval.",Halles; Ach; Montrouge
"La fillette toussait dans son lit, Mme Ballier, de Sceaux, se leva et, erreur, lui administra du sel d’oseille pour du sirop pectoral.",Sceaux
"À Nogent, Rosalie David, une pauvre petite bonne de gargote, a étranglé son clandestin nouveau-né et l’a mis dans une malle.",Nogent
"Près Laneuville-Nancy, sur un point où la voie passe au-dessus de salines, un trou s’est creusé. Les trains vont toujours.",
"Mme Olympe Fraisse conte que, dans le bois de Bordezac (Gard), un faune fit subir de merveilleux outrages à ses 66 ans.",bois de Bordezac; Gard
Trois ours pyrénéens chassés des hauteurs par la neige déciment les brebis de la vallée du Lys.,vallée du Lys
"Le maire de Filain (Hte-Saône) a été suspendu pour avoir, avec de fougueux dévots, replacé dans l’école une image de Dieu.",Filain; Hte-Saône
"À 103 ans, meurt Mme Arnac, d’Auzon (Gard). Quatre fois mariée, elle eut 16 enfants et en allaita 24. Sa fille aînée a 80 ans.",Auzon; Gard
"Mariés depuis trois mois, les Audouy, de Nantes, se sont suicidés au laudanum, à l’arsenic et au revolver.",Audouy; Nantes
Un taureau de la corrida de Nîmes (5.000 spectateurs aux arènes) a planté sa corne dans l’aine du banderillo Africano.,Nîmes; Africano
"Rodin a sculpté à la mémoire de Rollinat un bas-relief. On l’inaugurait hier à Fresselines (Creuse), où vécut l’écrivain.",Fresselines; Creuse
"Essorillé, et front fendu, on a ramassé sur un trottoir du Mans Guichard, après rixe avec des sous-officiers du 26e d’artillerie.",Mans Guichard
Le Nancéien Michel Ransch a coupé la gorge à sa femme et s’est coupé la gorge aussi. Un fou.,Nancéien
"Pour gagner l’Argentine, cinq petits Havrais s’étaient tapis dans le canot d’un vapeur. On les y a découverts à Pauillac.",Argentine; Havrais; Pauillac
"Le réserviste Caujolie (troubles de Fousseret) a été relâché « par clémence ». « Par justice », rectifie la L. d. D. d. l’H.",
"Nuls papiers mais une bourse en or marquée A. W. et 5 francs sur le gentleman qu’un bûcheron de Vélizy découvrit, à l’odeur, pendu.",Vélizy
"Au bruit de bottes des gendarmes requis par Rigolet du Pecq, Drouard, son cousin et commensal, se poignarda légèrement.",
"La Pantinoise Augustine Macker, 13 ans, fille de pénichards, a repêché vivante la petite Marçon dans le canal de l’Ourcq.",canal de l’Ourcq
"Sans les tuer tout à fait, une auto a tamponné, avenue des Sablons, Neuilly, Edmond Hamon et Georges Despès.",avenue des Sablons; Neuilly
"Près de Villebon, Fromond, qui disait à d’autres pauvres sa détresse, s’engouffra soudain dans un four à plâtre en combustion.",Villebon
"Comme les Lemoine, d’Asnières, devaient des termes, leur propriétaire coupa l’escalier : chute des enfants, — plusieurs mètres.",Lemoine; Asnières
"Dans la Marne, à Joinville, une voiture de laitier, plaque arrachée et bidons vides ; sur le siège, un cadavre, celui d’un épagneul.",Marne; Joinville
